fight_id,event_id,method,event_date,y_true,age_dec_avg_diff,age_ratio_diff,reach_ratio_dec_avg_diff,days_since_last_fight_dec_avg_diff,sig_str_land_per_min_dec_adjperf_dec_avg_diff,weightclass_encoded,sig_str_land_ratio_dec_adjperf_dec_avg_diff,clinch_def_dec_adjperf_dec_avg_diff,sig_str_acc_dec_adjperf_dec_avg_diff,head_land_ratio_dec_adjperf_dec_avg_diff,head_def_dec_adjperf_dec_avg_diff,head_acc_dec_adjperf_dec_avg_diff,body_def_dec_adjperf_dec_avg_diff,body_acc_dec_adjperf_dec_avg_diff,leg_land_per_min_dec_adjperf_dec_avg_diff,leg_acc_dec_adjperf_dec_avg_diff,distance_land_ratio_dec_adjperf_dec_avg_diff,sig_str_land_pressure_dec_adjperf_dec_avg_diff,distance_acc_dec_adjperf_dec_avg_diff,distance_land_per_min_dec_adjperf_dec_avg_diff,body_land_ratio_dec_adjperf_dec_avg_diff,clinch_land_ratio_dec_adjperf_dec_avg_diff,clinch_acc_dec_adjperf_dec_avg_diff,ground_acc_dec_adjperf_dec_avg_diff,ground_land_per_ctrl_dec_avg_diff,ko_per_sig_str_land_dec_adjperf_dec_avg_diff,ko_ratio_dec_adjperf_dec_avg_diff,sub_att_ratio_dec_adjperf_dec_avg_diff,sub_att_dec_avg_diff,sub_def_dec_adjperf_dec_avg_diff,win_dec_adjperf_dec_avg_diff,rev_per_ctrlopp_dec_adjperf_dec_avg_diff,td_acc_dec_adjperf_dec_avg_diff,td_def_dec_adjperf_dec_avg_diff,ctrl_ratio_dec_adjperf_dec_avg_diff,ctrl_per_min_opp_dec_avg_diff,td_att_opp_dec_avg_diff,td_att_rd1_opp_dec_avg_diff,td_land_per_ctrl_dec_adjperf_dec_avg_diff,td_per_sig_str_att_dec_adjperf_dec_avg_diff
2483,249,Submission,2014-01-15,1,0.6748159709893642,0.03,0.0323593160684143,7.361907595257776,-0.2152770025375014,4,0.2985584301063962,-2.15605431752286,-1.1396785960108562,0.6057576455377995,-1.793114913808655,-1.2504256555242654,1.416257571674321,-0.7091532597372805,0.4155951158424421,0.9421284221479026,0.869545043607072,-0.096077652835029,-0.6118988849095464,0.1656258723627065,-0.1467425895581413,1.5763905512855645,1.2026265710409514,2.577064056935414,0.0382337305144821,-1.1297273893867985,-2.407804360253333,2.6202931318919744,0.3024062392545038,0.6745110360582987,0.380011182008193,0.4050555550051818,-0.3516820742938376,0.1836092761829147,-0.8402815908281656,8.324598668581592,0.8619471636092038,0.1236410918539938,2.681491478423042,-0.9438907456522276
2486,249,Decision - Unanimous,2014-01-15,1,-5.042865748158654,-0.092,0.0189370008681376,-45.78201093154093,-0.0109041242852049,5,1.556651694008434,-2.7387117197012456,-0.612057231664099,1.395971865763168,-1.8081124768872487,0.2826793720399528,-1.716167768693829,-1.3495577214604904,-0.57518622264832,-0.7530991983007027,0.6894049189474696,-0.1428648538022372,-0.2149391033666232,-0.1530249987013269,0.7320844518297223,1.4489230543991554,-0.2131973327998494,-1.105953081194868,-0.008573873582832,-0.833851936393865,2.398269948397703,-1.4916169224475255,0.0083372702679024,2.730481871404242,1.038388398930882,0.7397679441214129,2.850700458405734,-0.8031483198580855,1.1423891282832437,-6.876951642333397,-1.0323608568573692,-0.0264942510961851,-0.0613643069649376,-0.3766131064661859
2487,249,KO/TKO,2014-01-15,1,6.743334086554366,0.1,-0.0229372004402851,-40.095251481736426,1.8479369929369551,7,1.267088500363706,-4.3964787274341415,2.293579760574274,1.1056554951732231,-2.6489429330920267,2.403892272874608,-2.668887438945874,0.9919133538180812,3.704986384380072,2.2749649330751605,3.508175497689856,-0.2936657552040754,4.12515645815253,2.6141542877535318,0.1784987793907854,0.9179190583927784,-2.6491303913360893,2.3554482148589395,0.0835753877146963,0.2424981592637529,5.942732275847596,-7.350977485260086,-0.3160936181448012,-1.268014631396384,-1.8132771020055636,-2.171599442225112,-0.3213377460251376,-0.144873890942917,-0.6382626902928477,0.7737848998355394,2.086614932564742,0.9780153228692248,0.9006930864156651,-1.7207060693319265
2488,249,Decision - Unanimous,2014-01-15,1,-1.825013508660252,-0.036,-0.0129954951698493,-43.32949301136347,0.1784393700303166,3,1.032872132584651,-0.0514005258650051,1.195156375341981,1.641874630457644,1.5014071789520052,2.0559547412045536,-0.7984789096500089,1.4186140103576594,-2.8989362419475984,-1.885858170917688,0.5547731733500031,2.7688832777250454,0.8419599541431411,-0.4908891168801415,0.3538400036226837,0.4457736653381459,-1.457387056845768,2.785065619053678,-0.0429701339026827,4.032262764409573,-0.6107884783158206,5.545144088940708,0.8463905253138471,-0.936998073256404,0.1227646252396779,2.8476171638753067,1.822053941447921,0.1678793234236513,2.52255901202167,-7.704963853170986,-2.254201080489641,-0.4192499460413439,-2.1349938153052728,1.512859560298277
2490,249,Decision - Unanimous,2014-01-15,0,2.2303172017226487,0.024,-0.01442124273325,-46.481043072862775,-1.4215750585405578,7,0.0754472502960265,-1.705484510727291,-0.350205308657353,-0.325828401443026,-1.0085926080483478,-0.4480583800712198,-2.67016500005166,-3.795655734992231,3.375726332860161,0.5005375059431376,-0.9573680187359296,-0.5284509046373336,-0.7276245472522511,-1.6687355136895672,-0.3775654525152716,3.2385799677498843,-0.4333384671550859,0.093465939921792,0.0287094286991687,0.6506247873232471,-0.4079674298065662,0.9047196655391536,0.0057560418285396,1.3786706678354808,-3.913070467499866,-0.2517477124051355,0.317779139352484,0.3251515226539859,-1.265985393389873,0.029565444696777,1.0908720068239235,0.1150883475315391,1.119608898802192,-1.952596733511885
2504,251,KO/TKO,2014-01-25,1,-4.094566150902868,-0.064,0.0138349169829513,-13.74015026513186,0.2040376105512493,5,-0.0458839840357109,-1.4950136656013011,-0.954404858414339,-0.0046029936669196,-1.104035105104466,-0.7217122849517534,-0.6518944578249225,-2.418376575318145,-0.4362114253518961,-0.5854501809062987,0.1170268351788706,-1.498008014479651,-0.3613668468982741,0.803132064810944,0.3368209328130569,-1.413346948188874,-1.0061286829545626,1.8575543462965145,0.1641173265859983,-4.081566016055383,3.541626642937444,-0.3192701825458379,-0.1266000694956648,-2.8639025762450565,3.0782252210150607,2.6024985137929653,0.3702581653250663,-0.5863375641671308,-1.2109612923764763,0.4202006325930618,1.1266138205301588,0.3329096121054242,4.572765437597001,-4.238958598289749
2509,251,KO/TKO,2014-01-25,1,-4.853523633000567,-0.08,0.0142676262856228,21.962439403926624,0.6110934123802063,3,-1.598480007245512,1.7813617550089382,-2.909751857355082,-0.5678301709823942,0.4142938306294748,-2.0565233374644145,-0.4442905725308355,-1.8236976806737035,-1.7590332592728817,1.3735931625214122,-2.313693145209998,0.0608421788072742,-2.4905810357381863,1.022597275997279,-2.2316517306349386,0.8301332156074493,1.8503457851002985,0.4902603720673709,0.0625405073116154,1.4870919450406284,0.7592407068785287,3.8694860475981896,-0.001166637070182,0.527301240794128,-1.075880800808617,3.1818116020546854,-0.086381547163592,-1.1686401504262118,0.4479242008399282,-4.474419268417012,0.5682936059841603,0.2498417880057812,1.7209974959305834,-1.1327918877339136
2512,251,Decision - Unanimous,2014-01-25,0,2.8207595364859053,0.036,0.0078779354918777,-3.389557235506743,0.3107352710910317,4,0.6205629630567813,-0.0428068034635798,-1.7283866146487348,0.7826391564451474,0.7543854312028793,-1.024186610947091,0.615933951790969,-1.145630031875358,-2.121332430470039,1.7028729052179012,0.04149081775225,0.3489973375389528,-2.31619941188446,0.0196056853452942,0.3640223487029808,1.230883719198229,-2.231334439480144,-1.8539605843323412,-0.025266552795487,-1.0166724700772365,-0.948847998843257,1.1685650217446253,0.4421692840200555,1.292355224388189,2.4997887663411165,-0.502957648797093,-0.35690799314205,0.539347044534081,0.861065936553213,-4.17596105171174,-1.194390606202492,-0.320847150964904,-0.8660229532698652,0.1402555644786881
2514,251,Decision - Unanimous,2014-01-25,1,-2.4500489353875814,-0.05,0.0138866451934425,2.8911527997244377,1.921135035559896,9,0.6954316145472618,-2.3470676346335324,-0.3257108072000551,0.8527275873852395,-1.1717688038021588,-0.4243882171364236,-0.8522577461816034,0.9997072167333628,0.8800449083902913,3.723031238958928,1.3410541423612008,-2.640566784898696,0.2947195772972962,1.969041714025376,-0.6913048166511894,1.7024049981586684,0.5335066518434466,3.9378261110850863,0.0059188671580789,-3.685883886247,0.0845343819307467,-1.7147669876841347,-0.1360308795940469,0.2190005963981358,1.6778850970432242,3.1384687416991666,-1.7706397957762712,-1.067131138920792,0.6170575398483478,-3.0899617002103144,0.5663221042461517,0.2180187202676535,0.5093423972721713,-0.7511420021032025
2516,251,Decision - Split,2014-01-25,1,-5.495646127096844,-0.078,-0.0006401015904827,-1331.0977979426084,-0.1217333571300821,5,1.1278024982152628,0.4881768938444205,0.5105506161094515,0.7622267796273011,-0.8819307496058173,-1.2143945499226831,2.793215271670232,1.6772579292724723,1.6311424754835298,5.3417723817474005,0.9187790834459224,-1.5010407546470483,0.0160622421083089,-0.2805786008377826,-0.1498028938135991,-0.3275612869173945,-0.6157685828210044,2.11452440357076,-0.0103319132723245,-2.0305579222949266,-3.2934600159270384,0.1379578606850648,0.4985123209591062,-0.4097879676982263,-1.9677390965913613,1.6433458059391282,-0.8619074012872701,-1.8667053059535013,1.3114796711273335,-2.0190336938014424,3.2946101158658765,0.5669500791986537,-0.0772051848012791,1.2812968606228807
